"ID","question","Correct","E1","E2","C1","group","study"
49963,"Columbus",1492,"1492","1492",7,18,"1a"
37448,"Columbus",1492,"1490","1490",5,19,"1a"
43048,"Columbus",1492,"1492","1492",6,19,"1a"
47392,"Columbus",1492,"1942","1492",7,19,"1a"
49595,"Columbus",1492,"1592","1492",5,19,"1a"
43817,"Columbus",1492,"1842","1486",5,20,"1a"
45143,"Columbus",1492,"1490","1490",3,20,"1a"
50528,"Columbus",1492,"1488","1488",6,20,"1a"
50530,"Columbus",1492,"1693","1488",6,20,"1a"
45041,"Columbus",1492,"1492","1492",6,21,"1a"
50585,"Columbus",1492,"1562","1492",4,21,"1a"
50613,"Columbus",1492,"1492","1492",5,21,"1a"
46304,"Columbus",1492,"1492","1492",7,22,"1a"
49211,"Columbus",1492,"1520","1492",5,22,"1a"
50501,"Columbus",1492,"1492","1492",7,22,"1a"
50577,"Columbus",1492,"1492","1492",6,22,"1a"
20036,"Columbus",1492,"1440","1492",5,23,"1a"
31919,"Columbus",1492,"1492","1492",7,23,"1a"
45196,"Columbus",1492,"1492","1492",6,23,"1a"
45953,"Columbus",1492,"1624","1492",1,23,"1a"
40798,"Columbus",1492,"1492","1492",7,24,"1a"
48047,"Columbus",1492,"1524","1492",3,24,"1a"
48375,"Columbus",1492,"1452","1492",2,24,"1a"
50584,"Columbus",1492,"1492","1492",7,24,"1a"
37396,"Columbus",1492,"1492","1492",7,25,"1a"
45848,"Columbus",1492,"1492","1492",7,25,"1a"
47421,"Columbus",1492,"1492","1492",6,25,"1a"
48904,"Columbus",1492,"1400","1492",3,25,"1a"
49320,"Columbus",1492,"1492","1492",7,25,"1a"
45352,"Columbus",1492,"1492","1492",6,26,"1a"
46660,"Columbus",1492,"1542","1491",4,26,"1a"
49860,"Columbus",1492,"1693","1490",2,26,"1a"
50572,"Columbus",1492,"1602","1490",1,26,"1a"
50600,"Columbus",1492,"1490","1490",6,26,"1a"
20330,"Columbus",1492,"1492","1492",5,27,"1a"
42485,"Columbus",1492,"1670","1492",5,27,"1a"
47037,"Columbus",1492,"1492","1492",7,27,"1a"
48513,"Columbus",1492,"1492","1492",7,27,"1a"
50460,"Columbus",1492,"1492","1492",7,27,"1a"
38156,"Columbus",1492,"1492","1492",6,28,"1a"
43902,"Columbus",1492,"1442","1492",5,28,"1a"
44208,"Columbus",1492,"1492","1492",6,28,"1a"
47554,"Columbus",1492,"1300","1498",2,28,"1a"
50519,"Columbus",1492,"1430","1492",3,28,"1a"
45337,"Columbus",1492,"1492","1492",7,29,"1a"
49347,"Columbus",1492,"1492","1492",7,29,"1a"
50023,"Columbus",1492,"1900","1492",3,29,"1a"
50536,"Columbus",1492,"1782","1492",3,29,"1a"
50638,"Columbus",1492,"1492","1492",3,29,"1a"
42427,"Columbus",1492,"1492","1492",6,30,"1a"
43392,"Columbus",1492,"1423","1492",2,30,"1a"
45580,"Columbus",1492,"1492","1492",7,30,"1a"
49279,"Columbus",1492,"1492","1492",5,30,"1a"
50401,"Columbus",1492,"1500","1942",5,30,"1a"
36716,"Columbus",1492,"1692","1492",6,31,"1a"
40379,"Columbus",1492,"1492","1492",6,31,"1a"
41302,"Columbus",1492,"1492","1492",3,31,"1a"
46618,"Columbus",1492,"1492","1492",7,31,"1a"
47955,"Columbus",1492,"1492","1492",7,31,"1a"
49261,"Columbus",1492,"1492","1492",2,31,"1a"
43926,"Columbus",1492,"1650","1492",1,32,"1a"
45282,"Columbus",1492,"1492","1492",5,32,"1a"
48519,"Columbus",1492,"1492","1492",7,32,"1a"
49153,"Columbus",1492,"1492","1492",7,32,"1a"
41405,"Columbus",1492,"1491","1492",6,33,"1a"
49157,"Columbus",1492,"1650","1492",4,33,"1a"
50419,"Columbus",1492,"1492","1492",5,33,"1a"
50516,"Columbus",1492,"1492","1492",7,33,"1a"
39658,"Columbus",1492,"1600","1492",6,34,"1a"
42447,"Columbus",1492,"1400","1492",4,34,"1a"
43650,"Columbus",1492,"1492","1492",5,34,"1a"
48518,"Columbus",1492,"1492","1492",7,34,"1a"
45355,"Columbus",1492,"1680","1492",5,35,"1a"
49504,"Columbus",1492,"1492","1492",7,35,"1a"
50149,"Columbus",1492,"1491","1492",6,35,"1a"
50586,"Columbus",1492,"1582","1492",4,35,"1a"
44268,"Columbus",1492,"1863","1492",1,36,"1a"
46881,"Columbus",1492,"1492","1492",7,36,"1a"
47056,"Columbus",1492,"1492","1492",6,36,"1a"
48146,"Columbus",1492,"1492","1492",7,36,"1a"
50579,"Columbus",1492,"1492","1492",6,36,"1a"
43924,"Columbus",1492,"1492","1492",7,37,"1a"
45194,"Columbus",1492,"1492","1492",7,37,"1a"
45577,"Columbus",1492,"1492","1492",4,37,"1a"
45632,"Columbus",1492,"1492","1492",7,37,"1a"
50515,"Columbus",1492,"1496","1492",5,37,"1a"
741,"Columbus",1492,"1550","1491",2,38,"1a"
42453,"Columbus",1492,"1492","1492",6,38,"1a"
42705,"Columbus",1492,"1476","1491",1,38,"1a"
49585,"Columbus",1492,"1750","1490",1,38,"1a"
42880,"Columbus",1492,"1492","1492",7,39,"1a"
48580,"Columbus",1492,"1492","1492",7,39,"1a"
48756,"Columbus",1492,"1772","1492",4,39,"1a"
49976,"Columbus",1492,"1492","1492",5,39,"1a"
40798,"Airplane",1903,"1617","1901",4,40,"1b"
47678,"Airplane",1903,"1890","1901",3,40,"1b"
48950,"Airplane",1903,"1930","1901",5,40,"1b"
50820,"Airplane",1903,"1901","1903",6,40,"1b"
34605,"Airplane",1903,"1900","1900",4,41,"1b"
50528,"Airplane",1903,"1901","1901",6,41,"1b"
50530,"Airplane",1903,"1913","1901",3,41,"1b"
50809,"Airplane",1903,"1910","1903",5,41,"1b"
28220,"Airplane",1903,"1904","1904",6,42,"1b"
28908,"Airplane",1903,"1918","1918",5,42,"1b"
39412,"Airplane",1903,"1920","1903",4,42,"1b"
50855,"Airplane",1903,"1870","1900",5,42,"1b"
48240,"Airplane",1903,"1890","1890",4,43,"1b"
48346,"Airplane",1903,"1935","1890",3,43,"1b"
49018,"Airplane",1903,"1910","1890",5,43,"1b"
50564,"Airplane",1903,"1776","1890",3,43,"1b"
50733,"Airplane",1903,"1900","1890",3,43,"1b"
1164,"Airplane",1903,"1900","1890",3,44,"1b"
37549,"Airplane",1903,"1900","1880",1,44,"1b"
48253,"Airplane",1903,"1930","1790",4,44,"1b"
48290,"Airplane",1903,"1750","1750",4,44,"1b"
50521,"Airplane",1903,"1800","1800",3,44,"1b"
16362,"Airplane",1903,"1900","1890",1,45,"1b"
39594,"Airplane",1903,"1500","1500",2,45,"1b"
43110,"Airplane",1903,"1865","1886",5,45,"1b"
44868,"Airplane",1903,"1920","1870",2,45,"1b"
29534,"Airplane",1903,"1900","1918",6,46,"1b"
30033,"Airplane",1903,"1842","1910",2,46,"1b"
46533,"Airplane",1903,"1850","1910",2,46,"1b"
49131,"Airplane",1903,"1902","1902",5,46,"1b"
47037,"Airplane",1903,"1520","1910",2,47,"1b"
48237,"Airplane",1903,"1905","1910",5,47,"1b"
50454,"Airplane",1903,"1910","1910",6,47,"1b"
50580,"Airplane",1903,"1904","1910",5,47,"1b"
50830,"Airplane",1903,"1800","1910",2,47,"1b"
20036,"Airplane",1903,"1920","1890",4,48,"1b"
26383,"Airplane",1903,"1890","1890",6,48,"1b"
48417,"Airplane",1903,"1880","1870",3,48,"1b"
49595,"Airplane",1903,"1906","1898",5,48,"1b"
29827,"Airplane",1903,"1887","1900",4,49,"1b"
49594,"Airplane",1903,"1780","1906",4,49,"1b"
50600,"Airplane",1903,"1906","1906",6,49,"1b"
50848,"Airplane",1903,"1905","1906",3,49,"1b"
31277,"Airplane",1903,"1925","1901",6,50,"1b"
50685,"Airplane",1903,"1890","1901",3,50,"1b"
50786,"Airplane",1903,"1912","1901",5,50,"1b"
49211,"Airplane",1903,"1894","1894",3,51,"1b"
49568,"Airplane",1903,"1914","1910",5,51,"1b"
50712,"Airplane",1903,"1850","1910",3,51,"1b"
31758,"Airplane",1903,"1907","1907",3,52,"1b"
41302,"Airplane",1903,"1906","1906",3,52,"1b"
50799,"Airplane",1903,"1935","1906",5,52,"1b"
29147,"Airplane",1903,"1500","1890",6,53,"1b"
36019,"Airplane",1903,"1920","1909",2,53,"1b"
45337,"Airplane",1903,"1902","1910",5,53,"1b"
50455,"Airplane",1903,"1910","1914",5,53,"1b"
48236,"Airplane",1903,"1903","1903",7,54,"1b"
50801,"Airplane",1903,"1888","1900",4,54,"1b"
45489,"Airplane",1903,"1600","1850",4,55,"1b"
50526,"Airplane",1903,"1910","1910",2,55,"1b"
50612,"Airplane",1903,"1820","1850",5,55,"1b"
41405,"Airplane",1903,"1905","1903",6,55,"1b"
50419,"Airplane",1903,"1812","1906",3,55,"1b"
50870,"Airplane",1903,"1903","1903",6,55,"1b"
46847,"Airplane",1903,"1911","1910",5,56,"1b"
47494,"Airplane",1903,"1910","1910",7,56,"1b"
50831,"Airplane",1903,"1900","1910",5,56,"1b"
40798,"DNA",1953,"1875","1940",4,40,"1b"
47678,"DNA",1953,"1940","1952",3,40,"1b"
48950,"DNA",1953,"1946","1946",4,40,"1b"
50820,"DNA",1953,"1954","1950",5,40,"1b"
34605,"DNA",1953,"1970","1870",4,41,"1b"
50528,"DNA",1953,"1863","1867",3,41,"1b"
50530,"DNA",1953,"1870","1867",3,41,"1b"
50809,"DNA",1953,"1850","1860",3,41,"1b"
28220,"DNA",1953,"1950","1950",5,42,"1b"
28908,"DNA",1953,"1986","1986",5,42,"1b"
39412,"DNA",1953,"1989","1950",3,42,"1b"
50855,"DNA",1953,"1950","1950",7,42,"1b"
48240,"DNA",1953,"1934","1954",3,43,"1b"
48346,"DNA",1953,"1820","1960",2,43,"1b"
49018,"DNA",1953,"1970","1960",2,43,"1b"
50564,"DNA",1953,"1985","1950",3,43,"1b"
50733,"DNA",1953,"1930","1940",3,43,"1b"
1164,"DNA",1953,"1925","1920",5,44,"1b"
37549,"DNA",1953,"1900","1900",2,44,"1b"
48253,"DNA",1953,"1915","1815",4,44,"1b"
48290,"DNA",1953,"1815","1815",4,44,"1b"
50521,"DNA",1953,"1900","1800",3,44,"1b"
16362,"DNA",1953,"1930","1930",1,45,"1b"
39594,"DNA",1953,"1500","1511",7,45,"1b"
43110,"DNA",1953,"1923","1923",2,45,"1b"
44868,"DNA",1953,"1800","1910",2,45,"1b"
29534,"DNA",1953,"1850","1900",6,46,"1b"
30033,"DNA",1953,"1612","1810",2,46,"1b"
46533,"DNA",1953,"1930","1900",2,46,"1b"
49131,"DNA",1953,"1960","1920",2,46,"1b"
47037,"DNA",1953,"1985","1950",5,47,"1b"
48237,"DNA",1953,"1952","1952",5,47,"1b"
50454,"DNA",1953,"1950","1950",3,47,"1b"
50580,"DNA",1953,"1880","1952",5,47,"1b"
50830,"DNA",1953,"1980","1950",1,47,"1b"
20036,"DNA",1953,"1940","1940",4,48,"1b"
26383,"DNA",1953,"1953","1953",5,48,"1b"
48417,"DNA",1953,"1850","1940",4,48,"1b"
49595,"DNA",1953,"1972","1968",5,48,"1b"
29827,"DNA",1953,"1960","1955",3,49,"1b"
49594,"DNA",1953,"1969","1956",4,49,"1b"
50600,"DNA",1953,"1956","1956",5,49,"1b"
50848,"DNA",1953,"1959","1956",3,49,"1b"
31277,"DNA",1953,"1991","1967",7,50,"1b"
50685,"DNA",1953,"1969","1969",5,50,"1b"
50786,"DNA",1953,"1967","1967",2,50,"1b"
49211,"DNA",1953,"1900","1960",1,51,"1b"
49568,"DNA",1953,"1870","1950",2,51,"1b"
50712,"DNA",1953,"1890","1940",3,51,"1b"
31758,"DNA",1953,"2000","1940",3,52,"1b"
41302,"DNA",1953,"1940","1940",3,52,"1b"
50799,"DNA",1953,"1800","1940",2,52,"1b"
29147,"DNA",1953,"1960","1960",6,53,"1b"
36019,"DNA",1953,"1890","1920",1,53,"1b"
45337,"DNA",1953,"1930","1939",5,53,"1b"
50455,"DNA",1953,"1940","1940",5,53,"1b"
48236,"DNA",1953,"1958","1958",5,54,"1b"
50801,"DNA",1953,"1923","1958",5,54,"1b"
45489,"DNA",1953,"1850","1923",3,55,"1b"
50526,"DNA",1953,"1700","1925",3,55,"1b"
50612,"DNA",1953,"1930","1923",5,55,"1b"
41405,"DNA",1953,"1962","1961",3,55,"1b"
50419,"DNA",1953,"1975","1955",3,55,"1b"
50870,"DNA",1953,"1953","1962",3,55,"1b"
46847,"DNA",1953,"1968","1955",5,56,"1b"
47494,"DNA",1953,"1950","1954",2,56,"1b"
50831,"DNA",1953,"1910","1954",2,56,"1b"
40798,"Immunization",1796,"1905","1820",4,40,"1b"
47678,"Immunization",1796,"1960","1840",2,40,"1b"
48950,"Immunization",1796,"1860","1850",4,40,"1b"
50820,"Immunization",1796,"1770","1840",2,40,"1b"
34605,"Immunization",1796,"1700","1870",4,41,"1b"
50528,"Immunization",1796,"1850","1900",2,41,"1b"
50530,"Immunization",1796,"1895","1895",3,41,"1b"
50809,"Immunization",1796,"1900","1890",5,41,"1b"
28220,"Immunization",1796,"1750","1750",5,42,"1b"
28908,"Immunization",1796,"1925","1925",4,42,"1b"
39412,"Immunization",1796,"1947","1750",3,42,"1b"
50855,"Immunization",1796,"1840","1730",5,42,"1b"
48240,"Immunization",1796,"1800","1630",3,43,"1b"
48346,"Immunization",1796,"1975","1600",4,43,"1b"
49018,"Immunization",1796,"1550","1600",2,43,"1b"
50564,"Immunization",1796,"1810","1650",2,43,"1b"
50733,"Immunization",1796,"1960","1600",3,43,"1b"
1164,"Immunization",1796,"1600","1825",5,44,"1b"
37549,"Immunization",1796,"1890","1700",2,44,"1b"
48253,"Immunization",1796,"1950","1800",4,44,"1b"
48290,"Immunization",1796,"1900","1900",4,44,"1b"
50521,"Immunization",1796,"1850","1850",3,44,"1b"
16362,"Immunization",1796,"1940","1860",1,45,"1b"
39594,"Immunization",1796,"1600","1632",7,45,"1b"
43110,"Immunization",1796,"1650","1865",2,45,"1b"
44868,"Immunization",1796,"1910","1900",2,45,"1b"
29534,"Immunization",1796,"1840","1840",6,46,"1b"
30033,"Immunization",1796,"1950","1850",5,46,"1b"
46533,"Immunization",1796,"1950","1880",7,46,"1b"
49131,"Immunization",1796,"1880","1890",2,46,"1b"
47037,"Immunization",1796,"1940","1875",5,47,"1b"
48237,"Immunization",1796,"1855","1870",5,47,"1b"
50454,"Immunization",1796,"1948","1870",5,47,"1b"
50580,"Immunization",1796,"1920","1870",5,47,"1b"
50830,"Immunization",1796,"1860","1870",1,47,"1b"
20036,"Immunization",1796,"1920","1890",6,48,"1b"
26383,"Immunization",1796,"1940","1880",2,48,"1b"
48417,"Immunization",1796,"1910","1950",3,48,"1b"
49595,"Immunization",1796,"1876","1890",2,48,"1b"
29827,"Immunization",1796,"1930","1950",2,49,"1b"
49594,"Immunization",1796,"1950","1950",4,49,"1b"
50600,"Immunization",1796,"1954","1954",6,49,"1b"
50848,"Immunization",1796,"1890","1920",3,49,"1b"
31277,"Immunization",1796,"1555","1816",7,50,"1b"
50685,"Immunization",1796,"1750","1790",5,50,"1b"
50786,"Immunization",1796,"1955","1790",3,50,"1b"
49211,"Immunization",1796,"1980","1975",3,51,"1b"
49568,"Immunization",1796,"1950","1830",3,51,"1b"
50712,"Immunization",1796,"1960","1980",6,51,"1b"
31758,"Immunization",1796,"1950","1780",4,52,"1b"
41302,"Immunization",1796,"1765","1800",2,52,"1b"
50799,"Immunization",1796,"1910","1770",2,52,"1b"
29147,"Immunization",1796,"1860","1920",6,53,"1b"
36019,"Immunization",1796,"1900","1910",1,53,"1b"
45337,"Immunization",1796,"1940","1920",5,53,"1b"
50455,"Immunization",1796,"1911","1920",5,53,"1b"
48236,"Immunization",1796,"1880","1875",4,54,"1b"
50801,"Immunization",1796,"1968","1930",5,54,"1b"
45489,"Immunization",1796,"1950","1825",5,55,"1b"
50526,"Immunization",1796,"1800","1825",2,55,"1b"
50612,"Immunization",1796,"1850","1850",5,55,"1b"
41405,"Immunization",1796,"1932","1832",3,55,"1b"
50419,"Immunization",1796,"1940","1800",3,55,"1b"
50870,"Immunization",1796,"1885","1740",6,55,"1b"
46847,"Immunization",1796,"1909","1905",5,56,"1b"
47494,"Immunization",1796,"1875","1850",1,56,"1b"
50831,"Immunization",1796,"1850","1850",4,56,"1b"
41442,"US",324,"300","342",5,57,"1c"
29147,"US",324,"500","500",6,57,"1c"
33246,"US",324,"40","400",1,57,"1c"
48265,"US",324,"500","500",4,57,"1c"
49469,"US",324,"10","360",3,58,"1c"
41784,"US",324,"330","335",6,58,"1c"
45669,"US",324,"330","330",5,58,"1c"
41802,"US",324,"700","330",3,58,"1c"
42992,"US",324,"25","350",2,58,"1c"
48871,"US",324,"350","350",5,59,"1c"
44302,"US",324,"350","360",5,59,"1c"
23107,"US",324,"400","340",5,59,"1c"
49811,"US",324,"355","365",4,59,"1c"
46132,"US",324,"315","317",3,60,"1c"
46991,"US",324,"320","320",6,60,"1c"
47540,"US",324,"330","320",5,60,"1c"
49323,"US",324,"325","325",6,60,"1c"
41302,"US",324,"320","320",4,61,"1c"
44915,"US",324,"320","315",3,61,"1c"
49863,"US",324,"300","300",5,61,"1c"
49279,"US",324,"215","315",3,61,"1c"
46795,"US",324,"500","400",3,62,"1c"
46018,"US",324,"238","325",4,62,"1c"
49233,"US",324,"350","330",5,62,"1c"
47479,"US",324,"330","340",5,62,"1c"
46207,"US",324,"350","360",3,63,"1c"
46295,"US",324,"380","360",5,63,"1c"
49824,"US",324,"380","350",5,63,"1c"
49044,"US",324,"320","320",5,63,"1c"
49210,"US",324,"300","315",5,64,"1c"
47551,"US",324,"300","350",5,64,"1c"
49404,"US",324,"300","330",6,64,"1c"
48699,"US",324,"330","330",6,64,"1c"
45804,"US",324,"300","350",5,64,"1c"
49617,"US",324,"250","250",4,65,"1c"
43543,"US",324,"300","270",4,65,"1c"
48777,"US",324,"350","350",4,65,"1c"
44618,"US",324,"255","255",5,65,"1c"
49665,"US",324,"350","350",5,66,"1c"
49548,"US",324,"400","325",5,66,"1c"
49843,"US",324,"351","351",4,66,"1c"
46551,"US",324,"33","352",6,66,"1c"
41405,"US",324,"300","325",6,66,"1c"
7873,"US",324,"320","321",7,67,"1c"
48647,"US",324,"9","350",3,67,"1c"
48726,"US",324,"750","450",5,67,"1c"
27235,"US",324,"999","300",2,67,"1c"
42915,"US",324,"400","331",4,68,"1c"
48364,"US",324,"330","330",6,68,"1c"
47678,"US",324,"600","340",3,68,"1c"
40540,"US",324,"568","330",2,68,"1c"
49432,"US",324,"330","320",6,69,"1c"
40355,"US",324,"50","360",3,69,"1c"
47314,"US",324,"500","350",4,69,"1c"
49215,"US",324,"300","320",5,69,"1c"
49165,"US",324,"330","340",6,69,"1c"
46006,"US",324,"500","300",3,70,"1c"
40975,"US",324,"300","320",4,70,"1c"
41436,"US",324,"350","300",5,70,"1c"
47622,"US",324,"315","350",5,70,"1c"
49132,"US",324,"350","320",5,70,"1c"
48865,"US",324,"330","330",5,71,"1c"
49727,"US",324,"350","350",5,71,"1c"
48763,"US",324,"325","330",2,71,"1c"
40461,"US",324,"350","335",4,71,"1c"
47398,"US",324,"330","330",5,71,"1c"
49787,"US",324,"500","500",5,72,"1c"
44143,"US",324,"330","333",3,72,"1c"
49865,"US",324,"330","334",7,72,"1c"
49310,"US",324,"333","333",2,72,"1c"
45727,"US",324,"330","334",5,72,"1c"
46881,"US",324,"300","330",7,73,"1c"
49703,"US",324,"400","340",5,73,"1c"
44885,"US",324,"330","330",7,73,"1c"
46627,"US",324,"500","350",2,73,"1c"
42839,"US",324,"360","330",5,73,"1c"
16362,"US",324,"900","325",2,74,"1c"
45584,"US",324,"312","315",3,74,"1c"
47778,"US",324,"375","360",5,74,"1c"
43722,"US",324,"350","350",2,74,"1c"
49113,"US",324,"323","333",3,74,"1c"
48096,"US",324,"330","320",6,75,"1c"
19077,"US",324,"330","338",5,75,"1c"
48557,"US",324,"330","350",7,75,"1c"
47375,"US",324,"330","330",6,75,"1c"
49398,"US",324,"350","340",5,75,"1c"
47537,"US",324,"700","700",7,76,"1c"
49141,"US",324,"750","700",5,76,"1c"
42224,"US",324,"700","700",7,76,"1c"
48853,"US",324,"800","750",5,76,"1c"
15312,"US",324,"340","330",5,77,"1c"
39658,"US",324,"400","375",5,77,"1c"
45657,"US",324,"600","500",4,77,"1c"
49722,"US",324,"351","355",5,77,"1c"
48061,"US",324,"300","375",5,77,"1c"
49819,"US",324,"300","300",3,78,"1c"
41919,"US",324,"300","300",6,78,"1c"
42439,"US",324,"300","300",5,78,"1c"
42912,"US",324,"350","350",5,78,"1c"
48910,"US",324,"300","300",5,78,"1c"
29534,"US",324,"600","400",6,79,"1c"
38286,"US",324,"335","330",5,79,"1c"
45851,"US",324,"315","350",6,79,"1c"
48147,"US",324,"350","330",6,79,"1c"
47505,"US",324,"600","350",5,80,"1c"
43307,"US",324,"340","350",5,80,"1c"
44194,"US",324,"424","420",6,80,"1c"
48388,"US",324,"305","310",5,80,"1c"
48725,"US",324,"600","413",2,80,"1c"
49183,"US",324,"330","318",6,81,"1c"
43305,"US",324,"320","318",6,81,"1c"
45893,"US",324,"320","318",6,81,"1c"
31758,"US",324,"300","318",5,81,"1c"
46096,"US",324,"325","320",5,82,"1c"
45622,"US",324,"350","350",5,82,"1c"
46037,"US",324,"350","350",5,82,"1c"
46007,"US",324,"365","365",5,82,"1c"
45999,"US",324,"350","330",5,83,"1c"
43112,"US",324,"350","320",5,83,"1c"
49217,"US",324,"350","325",5,83,"1c"
40947,"US",324,"350","320",5,83,"1c"
16387,"US",324,"736","450",1,84,"1c"
49504,"US",324,"370","370",5,84,"1c"
44807,"US",324,"350","370",3,84,"1c"
49368,"US",324,"370","370",6,84,"1c"
46776,"US",324,"350","350",6,85,"1c"
48809,"US",324,"345","345",5,85,"1c"
49759,"US",324,"350","350",4,85,"1c"
48085,"US",324,"340","346",6,85,"1c"
36285,"US",324,"320","330",5,86,"1c"
48346,"US",324,"300","320",6,86,"1c"
48021,"US",324,"330","330",7,86,"1c"
46515,"US",324,"330","330",6,86,"1c"
46988,"US",324,"300","330",5,86,"1c"
48984,"US",324,"300","300",4,87,"1c"
46189,"US",324,"330","330",5,87,"1c"
49211,"US",324,"306","306",5,87,"1c"
43541,"US",324,"300","300",6,87,"1c"
44507,"US",324,"500","500",4,88,"1c"
49231,"US",324,"100","200",2,88,"1c"
43682,"US",324,"800","750",2,88,"1c"
49809,"US",324,"165","400",3,88,"1c"
48558,"US",324,"332","327",6,89,"1c"
49755,"US",324,"330","327",4,89,"1c"
42963,"US",324,"330","330",5,89,"1c"
42234,"US",324,"330","330",6,89,"1c"
46221,"US",324,"12","325",2,90,"1c"
45295,"US",324,"325","325",6,90,"1c"
45524,"US",324,"6","325",4,90,"1c"
36251,"US",324,"226","325",5,90,"1c"
48548,"US",324,"777","350",4,91,"1c"
41492,"US",324,"320","320",5,91,"1c"
43535,"US",324,"75","100",3,91,"1c"
48531,"US",324,"12","100",2,91,"1c"
48817,"US",324,"700","430",2,91,"1c"
1164,"US",324,"300","310",6,92,"1c"
45807,"US",324,"333","333",6,92,"1c"
49131,"US",324,"300","333",4,92,"1c"
46550,"US",324,"310","324",4,92,"1c"
48375,"US",324,"340","340",6,93,"1c"
43358,"US",324,"340","340",6,93,"1c"
48306,"US",324,"340","340",7,93,"1c"
48970,"US",324,"340","340",4,93,"1c"
49218,"US",324,"300","300",6,94,"1c"
48620,"US",324,"300","320",6,94,"1c"
45916,"US",324,"300","300",5,94,"1c"
48702,"US",324,"300","320",6,94,"1c"
49588,"US",324,"60","350",3,95,"1c"
49767,"US",324,"200","315",2,95,"1c"
32386,"US",324,"320","320",5,95,"1c"
44351,"US",324,"350","340",3,95,"1c"
32122,"US",324,"100","330",5,96,"1c"
49512,"US",324,"350","330",5,96,"1c"
46226,"US",324,"330","330",4,96,"1c"
44868,"US",324,"360","330",6,96,"1c"
40390,"US",324,"330","330",6,96,"1c"
49563,"US",324,"300","305",5,97,"1c"
40318,"US",324,"315","315",5,97,"1c"
48134,"US",324,"800","300",2,97,"1c"
47969,"US",324,"320","320",2,98,"1c"
44327,"US",324,"300","320",6,98,"1c"
39508,"US",324,"320","323",5,98,"1c"
42938,"US",324,"375","320",3,98,"1c"
49655,"US",324,"335","335",7,99,"1c"
30033,"US",324,"350","337",5,99,"1c"
48931,"US",324,"350","342",5,99,"1c"
49560,"US",324,"350","338",5,99,"1c"
38914,"US",324,"300","350",3,100,"1c"
42918,"US",324,"350","350",5,100,"1c"
48689,"US",324,"320","350",5,100,"1c"
35749,"US",324,"315","325",1,100,"1c"
41442,"Uzbekistan",32,"78","7",2,57,"1c"
29147,"Uzbekistan",32,"1","1",6,57,"1c"
33246,"Uzbekistan",32,"7","7",1,57,"1c"
48265,"Uzbekistan",32,"5","5",1,57,"1c"
49469,"Uzbekistan",32,"85","80",2,58,"1c"
41784,"Uzbekistan",32,"7","8",2,58,"1c"
45669,"Uzbekistan",32,"7","7",3,58,"1c"
41802,"Uzbekistan",32,"150","75",2,58,"1c"
42992,"Uzbekistan",32,"100","70",2,58,"1c"
48871,"Uzbekistan",32,"350","20",3,59,"1c"
44302,"Uzbekistan",32,"10","20",2,59,"1c"
23107,"Uzbekistan",32,"150","50",3,59,"1c"
49811,"Uzbekistan",32,"69","33",3,59,"1c"
46132,"Uzbekistan",32,"25","16",1,60,"1c"
46991,"Uzbekistan",32,"20","20",1,60,"1c"
47540,"Uzbekistan",32,"8","11",2,60,"1c"
49323,"Uzbekistan",32,"45","30",2,60,"1c"
41302,"Uzbekistan",32,"20","25",3,61,"1c"
44915,"Uzbekistan",32,"10","20",3,61,"1c"
49863,"Uzbekistan",32,"15","10",2,61,"1c"
49279,"Uzbekistan",32,"15","15",2,61,"1c"
46795,"Uzbekistan",32,"100","30",2,62,"1c"
46018,"Uzbekistan",32,"14","17",1,62,"1c"
49233,"Uzbekistan",32,"30","18",3,62,"1c"
47479,"Uzbekistan",32,"20","15",2,62,"1c"
46207,"Uzbekistan",32,"7","10",1,63,"1c"
46295,"Uzbekistan",32,"20","22",3,63,"1c"
49824,"Uzbekistan",32,"15","15",1,63,"1c"
49044,"Uzbekistan",32,"15","10",1,63,"1c"
49210,"Uzbekistan",32,"4","15",2,64,"1c"
47551,"Uzbekistan",32,"20","20",2,64,"1c"
49404,"Uzbekistan",32,"12","12",1,64,"1c"
48699,"Uzbekistan",32,"2","7",2,64,"1c"
45804,"Uzbekistan",32,"70","45",5,64,"1c"
49617,"Uzbekistan",32,"3","4",3,65,"1c"
43543,"Uzbekistan",32,"30","20",3,65,"1c"
48777,"Uzbekistan",32,"2","2",1,65,"1c"
44618,"Uzbekistan",32,"2","1",2,65,"1c"
49665,"Uzbekistan",32,"12","5",3,66,"1c"
49548,"Uzbekistan",32,"10","6",2,66,"1c"
49843,"Uzbekistan",32,"6","6",2,66,"1c"
46551,"Uzbekistan",32,"5","5",2,66,"1c"
41405,"Uzbekistan",32,"250","25",3,66,"1c"
7873,"Uzbekistan",32,"4","4",5,67,"1c"
48647,"Uzbekistan",32,"3","3",3,67,"1c"
48726,"Uzbekistan",32,"40","5",2,67,"1c"
27235,"Uzbekistan",32,"6","1",1,67,"1c"
42915,"Uzbekistan",32,"10","10",1,68,"1c"
48364,"Uzbekistan",32,"6","6",4,68,"1c"
47678,"Uzbekistan",32,"15","8",2,68,"1c"
40540,"Uzbekistan",32,"5","5",2,68,"1c"
49432,"Uzbekistan",32,"8","8",3,69,"1c"
40355,"Uzbekistan",32,"150","8",3,69,"1c"
47314,"Uzbekistan",32,"5","8",4,69,"1c"
49215,"Uzbekistan",32,"18","7",4,69,"1c"
49165,"Uzbekistan",32,"35","25",5,69,"1c"
