"ID","question","Correct","E1","E2","C1","group","study"
45181,"DRC",79,"20","50",3,115,"1d"
46473,"DRC",79,"13","51",1,115,"1d"
49131,"DRC",79,"60","50",2,115,"1d"
45177,"DRC",79,"20","41",3,116,"1d"
47540,"DRC",79,"30","35",3,116,"1d"
49817,"DRC",79,"75","60",5,116,"1d"
49911,"DRC",79,"41","41",2,116,"1d"
50797,"DRC",79,"20","40",2,117,"1d"
29570,"DRC",79,"80","38",2,117,"1d"
43535,"DRC",79,"25","40",2,117,"1d"
50644,"DRC",79,"6","40",4,117,"1d"
20036,"DRC",79,"12","19",5,118,"1d"
50474,"DRC",79,"15","15",2,118,"1d"
43591,"DRC",79,"25","21",2,118,"1d"
49683,"DRC",79,"5","21",3,118,"1d"
593,"DRC",79,"25","30",3,119,"1d"
39333,"DRC",79,"30","30",3,119,"1d"
46496,"DRC",79,"72","30",4,119,"1d"
50149,"DRC",79,"30","30",2,119,"1d"
32122,"DRC",79,"20","20",4,120,"1d"
43341,"DRC",79,"5","5",1,120,"1d"
30033,"DRC",79,"11","3",3,120,"1d"
47037,"DRC",79,"18","12",1,120,"1d"
31980,"DRC",79,"12","5",4,121,"1d"
40256,"DRC",79,"6","7",5,121,"1d"
43817,"DRC",79,"10","8",5,121,"1d"
44280,"DRC",79,"60","8",4,121,"1d"
50736,"DRC",79,"8","8",5,121,"1d"
30407,"DRC",79,"10","30",3,122,"1d"
36229,"DRC",79,"35","35",5,122,"1d"
42562,"DRC",79,"72","30",4,122,"1d"
47749,"DRC",79,"12","30",2,122,"1d"
50804,"DRC",79,"18","30",1,122,"1d"
45439,"DRC",79,"10","20",1,123,"1d"
39718,"DRC",79,"10","10",6,123,"1d"
47854,"DRC",79,"4","10",1,123,"1d"
49207,"DRC",79,"8","8",4,123,"1d"
50508,"DRC",79,"10","10",1,123,"1d"
38616,"DRC",79,"13","11",5,124,"1d"
45953,"DRC",79,"8","9",1,124,"1d"
48694,"DRC",79,"6","10",5,124,"1d"
50764,"DRC",79,"15","12",2,124,"1d"
27184,"DRC",79,"10","10",1,125,"1d"
43166,"DRC",79,"7","10",2,125,"1d"
43244,"DRC",79,"20","20",1,125,"1d"
50167,"DRC",79,"11","15",2,125,"1d"
15312,"DRC",79,"70","50",5,126,"1d"
33891,"DRC",79,"4","4",4,126,"1d"
44507,"DRC",79,"5","25",4,126,"1d"
50807,"DRC",79,"8","15",2,126,"1d"
46074,"DRC",79,"35","25",2,127,"1d"
47194,"DRC",79,"5","15",1,127,"1d"
49211,"DRC",79,"15","15",1,127,"1d"
36251,"DRC",79,"36","30",5,128,"1d"
50030,"DRC",79,"30","30",1,128,"1d"
50715,"DRC",79,"18","18",2,128,"1d"
43436,"DRC",79,"18","14",4,129,"1d"
49130,"DRC",79,"7","12",5,129,"1d"
50023,"DRC",79,"4","12",5,129,"1d"
50402,"DRC",79,"10","10",1,129,"1d"
50710,"DRC",79,"11","11",4,129,"1d"
50182,"DRC",79,"60","60",5,130,"1d"
50579,"DRC",79,"30","60",3,130,"1d"
50786,"DRC",79,"20","60",3,130,"1d"
50659,"DRC",79,"25","60",1,130,"1d"
46863,"DRC",79,"60","62",2,130,"1d"
49568,"DRC",79,"93","90",5,131,"1d"
34605,"DRC",79,"60","92",4,131,"1d"
48841,"DRC",79,"15","90",2,131,"1d"
50530,"DRC",79,"50","90",5,131,"1d"
50528,"DRC",79,"90","91",6,131,"1d"
48061,"DRC",79,"20","45",5,132,"1d"
49521,"DRC",79,"10","10",2,132,"1d"
20330,"DRC",79,"99","50",4,132,"1d"
50623,"DRC",79,"55","55",4,132,"1d"
50683,"DRC",79,"38","38",1,132,"1d"
44320,"DRC",79,"10","45",1,133,"1d"
48290,"DRC",79,"5","44",4,133,"1d"
48346,"DRC",79,"16","45",2,133,"1d"
50460,"DRC",79,"45","45",3,133,"1d"
50663,"DRC",79,"13","45",2,133,"1d"
43978,"DRC",79,"20","30",4,134,"1d"
48240,"DRC",79,"65","65",4,134,"1d"
48904,"DRC",79,"10","25",2,134,"1d"
49347,"DRC",79,"2","3",1,134,"1d"
49548,"DRC",79,"40","20",2,134,"1d"
31758,"DRC",79,"15","13",3,135,"1d"
40551,"DRC",79,"3","12",5,135,"1d"
44508,"DRC",79,"15","15",2,135,"1d"
45223,"DRC",79,"15","15",2,135,"1d"
48388,"DRC",79,"6","7",6,135,"1d"
44376,"DRC",79,"10","15",5,136,"1d"
45143,"DRC",79,"25","15",1,136,"1d"
45343,"DRC",79,"5","15",2,136,"1d"
47955,"DRC",79,"15","15",2,136,"1d"
40355,"DRC",79,"30","30",4,137,"1d"
50696,"DRC",79,"30","20",2,137,"1d"
44302,"DRC",79,"15","15",4,137,"1d"
44314,"DRC",79,"20","20",2,137,"1d"
44725,"DRC",79,"20","18",1,137,"1d"
46295,"DRC",79,"25","25",5,138,"1d"
45293,"DRC",79,"36","27",2,138,"1d"
48907,"DRC",79,"30","30",2,138,"1d"
50503,"DRC",79,"15","27",1,138,"1d"
50749,"DRC",79,"33","26",4,138,"1d"
49595,"DRC",79,"15","15",2,139,"1d"
37509,"DRC",79,"10","15",2,139,"1d"
16387,"DRC",79,"19","19",4,139,"1d"
45580,"DRC",79,"7","5",2,139,"1d"
50612,"DRC",79,"15","15",4,139,"1d"
47344,"DRC",79,"50","45",1,140,"1d"
50668,"DRC",79,"15","75",3,140,"1d"
43450,"DRC",79,"87","50",4,140,"1d"
47998,"DRC",79,"35","35",5,140,"1d"
26383,"DRC",79,"60","52",3,141,"1d"
42806,"DRC",79,"10","45",2,141,"1d"
48509,"DRC",79,"12","25",1,141,"1d"
49843,"DRC",79,"30","45",3,141,"1d"
50600,"DRC",79,"35","55",4,141,"1d"
40748,"DRC",79,"17","15",2,142,"1d"
45041,"DRC",79,"10","12",3,142,"1d"
47494,"DRC",79,"20","20",1,142,"1d"
48756,"DRC",79,"16","16",1,142,"1d"
49976,"DRC",79,"20","20",1,142,"1d"
43292,"DRC",79,"5","5",2,143,"1d"
43650,"DRC",79,"4","4",2,143,"1d"
44938,"DRC",79,"4","4",3,143,"1d"
48295,"DRC",79,"60","60",5,143,"1d"
37448,"DRC",79,"2","10",4,144,"1d"
42930,"DRC",79,"7","45",1,144,"1d"
45950,"DRC",79,"4","45",6,144,"1d"
49594,"DRC",79,"4","45",4,144,"1d"
50609,"DRC",79,"5","10",2,145,"1d"
45087,"DRC",79,"81","10",2,145,"1d"
50778,"DRC",79,"20","15",2,145,"1d"
47512,"DRC",79,"25","10",2,145,"1d"
46921,"DRC",79,"2","8",3,145,"1d"
45436,"DRC",79,"85","85",1,146,"1d"
50597,"DRC",79,"10","10",4,146,"1d"
50685,"DRC",79,"10","15",3,146,"1d"
48519,"DRC",79,"2","30",2,146,"1d"
50661,"DRC",79,"10","8",2,146,"1d"
44787,"DRC",79,"20","17",2,147,"1d"
45915,"DRC",79,"2","10",4,147,"1d"
50580,"DRC",79,"56","16",3,147,"1d"
45394,"DRC",79,"3","15",1,147,"1d"
29827,"DRC",79,"40","35",3,148,"1d"
37552,"DRC",79,"5","20",1,148,"1d"
50570,"DRC",79,"20","21",3,148,"1d"
27235,"Australia",24,"50","30",1,101,"1d"
50613,"Australia",24,"25","28",6,101,"1d"
45247,"Australia",24,"30","30",6,101,"1d"
47363,"Australia",24,"50","30",4,101,"1d"
50601,"Australia",24,"50","50",5,101,"1d"
45784,"Australia",24,"80","80",4,102,"1d"
37544,"Australia",24,"70","58",6,102,"1d"
50312,"Australia",24,"85","80",1,102,"1d"
50755,"Australia",24,"15","69",4,102,"1d"
31277,"Australia",24,"58","58",7,102,"1d"
45295,"Australia",24,"40","60",5,103,"1d"
10208,"Australia",24,"60","65",5,103,"1d"
27005,"Australia",24,"40","50",1,103,"1d"
37396,"Australia",24,"99","65",5,103,"1d"
47513,"Australia",24,"60","65",4,103,"1d"
50577,"Australia",24,"35","40",6,104,"1d"
39412,"Australia",24,"50","45",4,104,"1d"
49646,"Australia",24,"15","45",5,104,"1d"
45196,"Australia",24,"75","45",6,104,"1d"
47392,"Australia",24,"80","48",1,104,"1d"
45584,"Australia",24,"92","90",3,105,"1d"
48232,"Australia",24,"40","45",6,105,"1d"
50496,"Australia",24,"48","60",3,105,"1d"
50674,"Australia",24,"90","70",5,105,"1d"
50678,"Australia",24,"70","70",3,105,"1d"
28908,"Australia",24,"50","50",4,106,"1d"
42427,"Australia",24,"65","35",4,106,"1d"
46018,"Australia",24,"37","42",2,106,"1d"
46630,"Australia",24,"30","40",2,106,"1d"
50655,"Australia",24,"60","60",5,106,"1d"
741,"Australia",24,"20","60",6,107,"1d"
46587,"Australia",24,"70","65",3,107,"1d"
48047,"Australia",24,"60","60",3,107,"1d"
49191,"Australia",24,"15","60",3,107,"1d"
45818,"Australia",24,"85","45",5,108,"1d"
46026,"Australia",24,"30","45",3,108,"1d"
46352,"Australia",24,"50","45",3,108,"1d"
50806,"Australia",24,"30","45",2,108,"1d"
47678,"Australia",24,"50","55",3,109,"1d"
50584,"Australia",24,"80","70",6,109,"1d"
41439,"Australia",24,"80","50",1,109,"1d"
41405,"Australia",24,"50","50",5,109,"1d"
50499,"Australia",24,"40","50",4,109,"1d"
41302,"Australia",24,"75","60",2,110,"1d"
50521,"Australia",24,"15","15",2,110,"1d"
44868,"Australia",24,"20","20",2,110,"1d"
48375,"Australia",24,"8","12",2,110,"1d"
50401,"Australia",24,"75","85",4,111,"1d"
41299,"Australia",24,"90","80",1,111,"1d"
29534,"Australia",24,"80","85",6,111,"1d"
38062,"Australia",24,"50","85",5,111,"1d"
46533,"Australia",24,"60","65",3,112,"1d"
50675,"Australia",24,"68","65",5,112,"1d"
40318,"Australia",24,"95","65",2,112,"1d"
42843,"Australia",24,"70","50",4,113,"1d"
45673,"Australia",24,"90","70",5,113,"1d"
47725,"Australia",24,"60","50",4,113,"1d"
50454,"Australia",24,"90","50",6,113,"1d"
50625,"Australia",24,"20","25",2,113,"1d"
1164,"Australia",24,"25","30",4,114,"1d"
47575,"Australia",24,"80","40",2,114,"1d"
49860,"Australia",24,"52","51",2,114,"1d"
50558,"Australia",24,"64","42",4,114,"1d"
50586,"Australia",24,"40","53",5,114,"1d"
42447,"Australia",24,"70","65",3,115,"1d"
43130,"Australia",24,"50","60",3,115,"1d"
45181,"Australia",24,"85","75",3,115,"1d"
46473,"Australia",24,"60","61",1,115,"1d"
49131,"Australia",24,"85","75",2,115,"1d"
45177,"Australia",24,"75","80",4,116,"1d"
47540,"Australia",24,"40","40",5,116,"1d"
49817,"Australia",24,"65","65",5,116,"1d"
49911,"Australia",24,"99","80",5,116,"1d"
50797,"Australia",24,"47","45",4,117,"1d"
29570,"Australia",24,"28","50",2,117,"1d"
43535,"Australia",24,"50","45",5,117,"1d"
50644,"Australia",24,"55","45",3,117,"1d"
20036,"Australia",24,"56","65",5,118,"1d"
50474,"Australia",24,"65","65",4,118,"1d"
43591,"Australia",24,"70","65",2,118,"1d"
49683,"Australia",24,"50","65",5,118,"1d"
593,"Australia",24,"75","65",3,119,"1d"
39333,"Australia",24,"30","30",4,119,"1d"
46496,"Australia",24,"60","65",4,119,"1d"
50149,"Australia",24,"65","50",2,119,"1d"
32122,"Australia",24,"30","20",4,120,"1d"
43341,"Australia",24,"37","10",2,120,"1d"
30033,"Australia",24,"9","9",6,120,"1d"
47037,"Australia",24,"30","20",2,120,"1d"
31980,"Australia",24,"20","20",4,121,"1d"
40256,"Australia",24,"30","12",3,121,"1d"
43817,"Australia",24,"25","15",6,121,"1d"
44280,"Australia",24,"70","20",5,121,"1d"
50736,"Australia",24,"4","10",5,121,"1d"
30407,"Australia",24,"75","75",5,122,"1d"
36229,"Australia",24,"75","75",5,122,"1d"
42562,"Australia",24,"65","55",4,122,"1d"
47749,"Australia",24,"20","25",2,122,"1d"
50804,"Australia",24,"99","80",1,122,"1d"
45439,"Australia",24,"60","65",3,123,"1d"
39718,"Australia",24,"21","21",6,123,"1d"
47854,"Australia",24,"85","45",5,123,"1d"
49207,"Australia",24,"44","35",4,123,"1d"
50508,"Australia",24,"20","25",3,123,"1d"
38616,"Australia",24,"60","50",5,124,"1d"
45953,"Australia",24,"25","35",2,124,"1d"
48694,"Australia",24,"40","40",3,124,"1d"
50764,"Australia",24,"35","35",3,124,"1d"
27184,"Australia",24,"40","80",1,125,"1d"
43166,"Australia",24,"80","80",5,125,"1d"
43244,"Australia",24,"50","80",1,125,"1d"
50167,"Australia",24,"98","65",5,125,"1d"
15312,"Australia",24,"45","80",4,126,"1d"
33891,"Australia",24,"70","70",5,126,"1d"
44507,"Australia",24,"95","70",4,126,"1d"
50807,"Australia",24,"70","70",4,126,"1d"
46074,"Australia",24,"95","90",3,127,"1d"
47194,"Australia",24,"50","50",2,127,"1d"
49211,"Australia",24,"55","55",2,127,"1d"
36251,"Australia",24,"56","56",5,128,"1d"
50030,"Australia",24,"70","70",2,128,"1d"
50715,"Australia",24,"89","89",4,128,"1d"
43436,"Australia",24,"75","88",2,129,"1d"
49130,"Australia",24,"25","88",7,129,"1d"
50023,"Australia",24,"90","88",5,129,"1d"
50402,"Australia",24,"98","90",2,129,"1d"
50710,"Australia",24,"88","88",4,129,"1d"
50182,"Australia",24,"78","68",4,130,"1d"
50579,"Australia",24,"70","52",5,130,"1d"
50786,"Australia",24,"85","50",5,130,"1d"
50659,"Australia",24,"20","50",2,130,"1d"
46863,"Australia",24,"90","85",3,130,"1d"
49568,"Australia",24,"60","30",5,131,"1d"
34605,"Australia",24,"70","30",4,131,"1d"
48841,"Australia",24,"99","29",2,131,"1d"
50530,"Australia",24,"45","27",5,131,"1d"
50528,"Australia",24,"33","35",5,131,"1d"
48061,"Australia",24,"40","40",4,132,"1d"
49521,"Australia",24,"35","35",3,132,"1d"
20330,"Australia",24,"50","45",4,132,"1d"
50623,"Australia",24,"30","13",4,132,"1d"
50683,"Australia",24,"72","30",3,132,"1d"
44320,"Australia",24,"50","22",4,133,"1d"
48290,"Australia",24,"14","24",4,133,"1d"
48346,"Australia",24,"25","25",2,133,"1d"
50460,"Australia",24,"24","24",6,133,"1d"
50663,"Australia",24,"85","21",3,133,"1d"
43978,"Australia",24,"40","40",4,134,"1d"
48240,"Australia",24,"20","35",4,134,"1d"
48904,"Australia",24,"60","50",2,134,"1d"
49347,"Australia",24,"60","45",1,134,"1d"
49548,"Australia",24,"60","60",3,134,"1d"
31758,"Australia",24,"75","75",2,135,"1d"
40551,"Australia",24,"48","48",5,135,"1d"
44508,"Australia",24,"50","50",3,135,"1d"
45223,"Australia",24,"55","55",2,135,"1d"
48388,"Australia",24,"37","42",5,135,"1d"
44376,"Australia",24,"35","40",4,136,"1d"
45143,"Australia",24,"25","30",2,136,"1d"
45343,"Australia",24,"90","50",2,136,"1d"
47955,"Australia",24,"50","50",5,136,"1d"
40355,"Australia",24,"65","65",5,137,"1d"
50696,"Australia",24,"20","40",2,137,"1d"
44302,"Australia",24,"70","70",2,137,"1d"
44314,"Australia",24,"40","45",2,137,"1d"
44725,"Australia",24,"30","60",2,137,"1d"
46295,"Australia",24,"25","40",2,138,"1d"
45293,"Australia",24,"13","13",3,138,"1d"
48907,"Australia",24,"80","35",6,138,"1d"
50503,"Australia",24,"99","60",5,138,"1d"
50749,"Australia",24,"40","68",2,138,"1d"
49595,"Australia",24,"82","82",2,139,"1d"
37509,"Australia",24,"85","85",2,139,"1d"
16387,"Australia",24,"31","39",4,139,"1d"
45580,"Australia",24,"44","58",2,139,"1d"
50612,"Australia",24,"70","60",4,139,"1d"
47344,"Australia",24,"89","30",2,140,"1d"
50668,"Australia",24,"80","30",3,140,"1d"
43450,"Australia",24,"12","12",3,140,"1d"
47998,"Australia",24,"25","25",5,140,"1d"
26383,"Australia",24,"63","70",5,141,"1d"
42806,"Australia",24,"99","40",5,141,"1d"
48509,"Australia",24,"65","50",5,141,"1d"
49843,"Australia",24,"70","45",4,141,"1d"
50600,"Australia",24,"45","35",4,141,"1d"
40748,"Australia",24,"98","85",2,142,"1d"
45041,"Australia",24,"50","75",3,142,"1d"
47494,"Australia",24,"90","90",5,142,"1d"
48756,"Australia",24,"86","75",2,142,"1d"
49976,"Australia",24,"40","90",1,142,"1d"
43292,"Australia",24,"85","60",4,143,"1d"
43650,"Australia",24,"20","40",5,143,"1d"
44938,"Australia",24,"45","45",3,143,"1d"
48295,"Australia",24,"17","17",5,143,"1d"
37448,"Australia",24,"96","85",4,144,"1d"
42930,"Australia",24,"70","85",2,144,"1d"
45950,"Australia",24,"50","85",4,144,"1d"
49594,"Australia",24,"30","85",4,144,"1d"
50609,"Australia",24,"90","65",5,145,"1d"
45087,"Australia",24,"30","60",2,145,"1d"
50778,"Australia",24,"50","60",3,145,"1d"
47512,"Australia",24,"60","55",2,145,"1d"
46921,"Australia",24,"80","70",7,145,"1d"
45436,"Australia",24,"95","89",1,146,"1d"
50597,"Australia",24,"32","50",4,146,"1d"
50685,"Australia",24,"50","75",3,146,"1d"
48519,"Australia",24,"70","80",2,146,"1d"
50661,"Australia",24,"50","8",2,146,"1d"
44787,"Australia",24,"30","35",3,147,"1d"
45915,"Australia",24,"15","35",4,147,"1d"
50580,"Australia",24,"32","32",3,147,"1d"
45394,"Australia",24,"70","35",1,147,"1d"
29827,"Australia",24,"30","30",5,148,"1d"
37552,"Australia",24,"70","35",5,148,"1d"
50570,"Australia",24,"50","35",5,148,"1d"
27235,"Madagascar",26,"10","3",1,101,"1d"
50613,"Madagascar",26,"3","3",5,101,"1d"
45247,"Madagascar",26,"8","2",1,101,"1d"
47363,"Madagascar",26,"2","3",4,101,"1d"
50601,"Madagascar",26,"35","3",2,101,"1d"
45784,"Madagascar",26,"8","8",4,102,"1d"
37544,"Madagascar",26,"1.5","1.5",6,102,"1d"
50312,"Madagascar",26,"15","15",1,102,"1d"
50755,"Madagascar",26,"15","10",3,102,"1d"
31277,"Madagascar",26,"33","11",5,102,"1d"
45295,"Madagascar",26,"7","5",2,103,"1d"
10208,"Madagascar",26,"5","5",2,103,"1d"
27005,"Madagascar",26,"10","8",1,103,"1d"
37396,"Madagascar",26,"35","10",3,103,"1d"
47513,"Madagascar",26,"10","6",4,103,"1d"
50577,"Madagascar",26,"3","3",3,104,"1d"
39412,"Madagascar",26,"2","2",4,104,"1d"
49646,"Madagascar",26,"2","2",6,104,"1d"
45196,"Madagascar",26,"4","3",6,104,"1d"
47392,"Madagascar",26,"10","2",1,104,"1d"
45584,"Madagascar",26,"2","2",3,105,"1d"
48232,"Madagascar",26,"5","5",6,105,"1d"
50496,"Madagascar",26,"8","4",3,105,"1d"
50674,"Madagascar",26,"5","5",5,105,"1d"
50678,"Madagascar",26,"3","3",4,105,"1d"
28908,"Madagascar",26,"10","10",4,106,"1d"
42427,"Madagascar",26,"15","10",3,106,"1d"
46018,"Madagascar",26,"6","7",2,106,"1d"
46630,"Madagascar",26,"8","8",2,106,"1d"
50655,"Madagascar",26,"13","11",5,106,"1d"
741,"Madagascar",26,"5","5",5,107,"1d"
46587,"Madagascar",26,"2","5",3,107,"1d"
48047,"Madagascar",26,"20","5",5,107,"1d"
49191,"Madagascar",26,"20","5",2,107,"1d"
45818,"Madagascar",26,"25","8",4,108,"1d"
46026,"Madagascar",26,"5","8",2,108,"1d"
46352,"Madagascar",26,"10","8",3,108,"1d"
50806,"Madagascar",26,"12","4",1,108,"1d"
47678,"Madagascar",26,"5","5",2,109,"1d"
50584,"Madagascar",26,"7","6",6,109,"1d"
41439,"Madagascar",26,"10","7",1,109,"1d"
41405,"Madagascar",26,"7","7",5,109,"1d"
50499,"Madagascar",26,"10","10",4,109,"1d"
41302,"Madagascar",26,"25","18",2,110,"1d"
50521,"Madagascar",26,"2","2",5,110,"1d"
44868,"Madagascar",26,"2","2",5,110,"1d"
48375,"Madagascar",26,"2","3",2,110,"1d"
50401,"Madagascar",26,"5","2.5",4,111,"1d"
41299,"Madagascar",26,"2","3",1,111,"1d"
29534,"Madagascar",26,"5","4",6,111,"1d"
38062,"Madagascar",26,"25","3",2,111,"1d"
46533,"Madagascar",26,"5","6",2,112,"1d"
50675,"Madagascar",26,"8","7",5,112,"1d"
40318,"Madagascar",26,"5","6",2,112,"1d"
42843,"Madagascar",26,"6","2",4,113,"1d"
45673,"Madagascar",26,"3","2",5,113,"1d"
47725,"Madagascar",26,"5","2",1,113,"1d"
50454,"Madagascar",26,"5","2",6,113,"1d"
50625,"Madagascar",26,"5","2",2,113,"1d"
1164,"Madagascar",26,"5","5",5,114,"1d"
47575,"Madagascar",26,"5","5",2,114,"1d"
49860,"Madagascar",26,"15","5",2,114,"1d"
50558,"Madagascar",26,"18","8",4,114,"1d"
50586,"Madagascar",26,"7","7",4,114,"1d"
42447,"Madagascar",26,"10","10",5,115,"1d"
43130,"Madagascar",26,"3","7",2,115,"1d"
45181,"Madagascar",26,"15","13",3,115,"1d"
46473,"Madagascar",26,"15","14.1",1,115,"1d"
49131,"Madagascar",26,"10","10",2,115,"1d"
45177,"Madagascar",26,"30","30",5,116,"1d"
47540,"Madagascar",26,"80","45",5,116,"1d"
49817,"Madagascar",26,"33","33",5,116,"1d"
49911,"Madagascar",26,"25","25",5,116,"1d"
50797,"Madagascar",26,"6","8",2,117,"1d"
29570,"Madagascar",26,"10","8",4,117,"1d"
43535,"Madagascar",26,"7","8",2,117,"1d"
50644,"Madagascar",26,"22","8",4,117,"1d"
20036,"Madagascar",26,"71","4",3,118,"1d"
50474,"Madagascar",26,"3","5",3,118,"1d"
43591,"Madagascar",26,"10","7",2,118,"1d"
49683,"Madagascar",26,"15","7",4,118,"1d"
593,"Madagascar",26,"15","10",3,119,"1d"
39333,"Madagascar",26,"10","6",1,119,"1d"
46496,"Madagascar",26,"5","8",4,119,"1d"
50149,"Madagascar",26,"8","8",2,119,"1d"
32122,"Madagascar",26,"10","20",4,120,"1d"
43341,"Madagascar",26,"2","2",2,120,"1d"
30033,"Madagascar",26,"2","2",5,120,"1d"
47037,"Madagascar",26,"6","3",2,120,"1d"
31980,"Madagascar",26,"8","6",4,121,"1d"
40256,"Madagascar",26,"6","2",4,121,"1d"
43817,"Madagascar",26,"5","2",2,121,"1d"
44280,"Madagascar",26,"4","3",6,121,"1d"
50736,"Madagascar",26,"2","2",5,121,"1d"
30407,"Madagascar",26,"30","2",2,122,"1d"
36229,"Madagascar",26,"35","2",5,122,"1d"
42562,"Madagascar",26,"2","2",4,122,"1d"
47749,"Madagascar",26,"2","2",5,122,"1d"
50804,"Madagascar",26,"4","3",1,122,"1d"
45439,"Madagascar",26,"8","7",2,123,"1d"
39718,"Madagascar",26,"5","5",6,123,"1d"
47854,"Madagascar",26,"6","4",6,123,"1d"
49207,"Madagascar",26,"3","3",5,123,"1d"
50508,"Madagascar",26,"3","3",1,123,"1d"
38616,"Madagascar",26,"4","2",4,124,"1d"
45953,"Madagascar",26,"5","4",1,124,"1d"
48694,"Madagascar",26,"3","4",2,124,"1d"
50764,"Madagascar",26,"7","5",3,124,"1d"
27184,"Madagascar",26,"5","10",1,125,"1d"
43166,"Madagascar",26,"7","8",4,125,"1d"
43244,"Madagascar",26,"14","10",1,125,"1d"
50167,"Madagascar",26,"11","10",3,125,"1d"
15312,"Madagascar",26,"25","25",4,126,"1d"
33891,"Madagascar",26,"2","3",4,126,"1d"
44507,"Madagascar",26,"23","20",4,126,"1d"
50807,"Madagascar",26,"5","20",2,126,"1d"
46074,"Madagascar",26,"15","15",2,127,"1d"
47194,"Madagascar",26,"5","5",1,127,"1d"
49211,"Madagascar",26,"5","7",2,127,"1d"
36251,"Madagascar",26,"8","8",3,128,"1d"
50030,"Madagascar",26,"15","5",2,128,"1d"
50715,"Madagascar",26,"8","7",4,128,"1d"
43436,"Madagascar",26,"25","2",2,129,"1d"
49130,"Madagascar",26,"2","2",4,129,"1d"
50023,"Madagascar",26,"70","2",5,129,"1d"
50402,"Madagascar",26,"6","3",1,129,"1d"
50710,"Madagascar",26,"3","3",4,129,"1d"
50182,"Madagascar",26,"7","10",3,130,"1d"
50579,"Madagascar",26,"24","8",2,130,"1d"
50786,"Madagascar",26,"20","10",2,130,"1d"
50659,"Madagascar",26,"35","10",1,130,"1d"
46863,"Madagascar",26,"10","10",1,130,"1d"
49568,"Madagascar",26,"5","5",5,131,"1d"
34605,"Madagascar",26,"50","20",4,131,"1d"
48841,"Madagascar",26,"2","15",5,131,"1d"
50530,"Madagascar",26,"6","7",4,131,"1d"
50528,"Madagascar",26,"50","35",3,131,"1d"
48061,"Madagascar",26,"25","8",5,132,"1d"
49521,"Madagascar",26,"3","3",2,132,"1d"
20330,"Madagascar",26,"30","2",2,132,"1d"
50623,"Madagascar",26,"8","3",2,132,"1d"
50683,"Madagascar",26,"2","2",5,132,"1d"
44320,"Madagascar",26,"20","12",1,133,"1d"
48290,"Madagascar",26,"2","16",4,133,"1d"
48346,"Madagascar",26,"6","10",2,133,"1d"
50460,"Madagascar",26,"20","16",3,133,"1d"
50663,"Madagascar",26,"11","14",2,133,"1d"
43978,"Madagascar",26,"15","2",4,134,"1d"
48240,"Madagascar",26,"3","3",5,134,"1d"
48904,"Madagascar",26,"20","2",3,134,"1d"
49347,"Madagascar",26,"2","2",1,134,"1d"
49548,"Madagascar",26,"3","2",3,134,"1d"
31758,"Madagascar",26,"50","50",3,135,"1d"
40551,"Madagascar",26,"22","20",5,135,"1d"
44508,"Madagascar",26,"12","10",1,135,"1d"
45223,"Madagascar",26,"28","20",2,135,"1d"
48388,"Madagascar",26,"2","15",5,135,"1d"
44376,"Madagascar",26,"8","7",3,136,"1d"
45143,"Madagascar",26,"5","8",2,136,"1d"
45343,"Madagascar",26,"5","6",1,136,"1d"
47955,"Madagascar",26,"8","15",3,136,"1d"
40355,"Madagascar",26,"10","5",5,137,"1d"
50696,"Madagascar",26,"10","10",2,137,"1d"
44302,"Madagascar",26,"5","5",5,137,"1d"
44314,"Madagascar",26,"25","10",1,137,"1d"
44725,"Madagascar",26,"28","8",1,137,"1d"
46295,"Madagascar",26,"4","4",5,138,"1d"
45293,"Madagascar",26,"3","6",2,138,"1d"
48907,"Madagascar",26,"30","9",3,138,"1d"
50503,"Madagascar",26,"15","9",5,138,"1d"
50749,"Madagascar",26,"13","9",5,138,"1d"
49595,"Madagascar",26,"2","3",5,139,"1d"
37509,"Madagascar",26,"3","2",1,139,"1d"
16387,"Madagascar",26,"39","8",1,139,"1d"
45580,"Madagascar",26,"19","3",4,139,"1d"
50612,"Madagascar",26,"5","4",4,139,"1d"
47344,"Madagascar",26,"8","20",5,140,"1d"
50668,"Madagascar",26,"15","22",5,140,"1d"
43450,"Madagascar",26,"22","22",3,140,"1d"
47998,"Madagascar",26,"1.8","2",5,140,"1d"
26383,"Madagascar",26,"11","16",5,141,"1d"
42806,"Madagascar",26,"3","10",3,141,"1d"
48509,"Madagascar",26,"10","10",2,141,"1d"
49843,"Madagascar",26,"5","10",4,141,"1d"
50600,"Madagascar",26,"65","55",3,141,"1d"
40748,"Madagascar",26,"3","8",2,142,"1d"
45041,"Madagascar",26,"7","5",1,142,"1d"
47494,"Madagascar",26,"10","7",3,142,"1d"
48756,"Madagascar",26,"40","6",4,142,"1d"
49976,"Madagascar",26,"20","10",1,142,"1d"
43292,"Madagascar",26,"6","6",2,143,"1d"
43650,"Madagascar",26,"5","5",3,143,"1d"
44938,"Madagascar",26,"8","7",3,143,"1d"
48295,"Madagascar",26,"27","17",2,143,"1d"
37448,"Madagascar",26,"2","2",4,144,"1d"
42930,"Madagascar",26,"2","2",2,144,"1d"
45950,"Madagascar",26,"3","2",4,144,"1d"
49594,"Madagascar",26,"12","2",4,144,"1d"
50609,"Madagascar",26,"5","3",4,145,"1d"
45087,"Madagascar",26,"3","3",3,145,"1d"
50778,"Madagascar",26,"5","3",3,145,"1d"
