task,trial,network,pre_influence,post_influence,individual_error,mean_individual_change,crowd_pre_influence,crowd_post_influence,mean_group_change
3,aggregated081118_1545,Social,50000,9500,-1.5447893085400688,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,30000,20000,-0.4054651081081643,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,15000,17500,0.15415067982725833,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,4500,6000,-0.2876820724517809,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,50000,5000,-0.902935422367674,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,800,4500,-1.7272209480904839,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,1000,7500,-2.0149030205422647,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,3500,4700,-0.29479954022064503,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,20000,10000,-0.6797918710534642,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081118_1545,Social,5000,10000,-0.6931471805599454,-0.8152398461022603,1.2584859619403035,0.4432461158380433,-0.8152398461022602
3,aggregated081120_1536,Social,10000,9800,0.020202707317519403,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,3000,3000,0,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,10000,5500,0.5978370007556205,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,10000,6500,0.4307829160924542,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,1000,5000,-1.6094379124341003,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,10000,6256,0.4690440897510358,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,1000,7000,-1.9459101490553132,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,15000,8000,-0.16896624728747342,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,2000,5000,-0.9162907318741551,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,15000,6000,0.11871582516430751,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,1000,8000,-2.0794415416798357,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,aggregated081120_1536,Social,3000,5123,-0.5351279162889557,-0.4682159966282413,0.9824575211925303,0.514241524564289,-0.4682159966282413
3,full081111_1557,Social,12000,20000,0.5108256237659907,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,5000,2500,0.6931471805599452,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,2000,10000,-1.6094379124341005,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
3,full081111_1557,Social,1000,12000,-2.133618845706572,-0.8202338938065674,1.2872588906200548,0.4670249968134875,-0.8202338938065673
